# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
11031       18    9673228    9872553    498      77  31516      0.63479    2.2204e-16      0.63479
84203       18    9850723    9899272    123      19  31587      0.73257    2.2204e-16      0.73257
9218        18    9878955    9970018    136      18  31680      0.49182    2.7756e-16      0.49182
147495      18   10419625   10498698    209      31  31681     -0.78996    2.2204e-16     -0.78996
8774        18   10490873   10562766    198      14  31470     -0.11426    2.6368e-16     -0.11426
101927376   18   10566291   10615760     33       2  30758      -2.3554    4.4409e-16      -2.3554
63895       18   10660244   11183761   1178     102  31056      -2.1114    4.4409e-16      -2.1114
646000      18   11574557   11620611     41       7  31473      -2.0849    4.4409e-16      -2.0849
2774        18   11654014   11895684    265      22  31456       2.6736    4.4409e-16       2.6736
57132       18   11816389   11864448     40       4  31544       1.3696    2.2204e-16       1.3696
65258       18   11873470   11943796    178      28  31475     -0.36256    2.7756e-16     -0.36256
3613        18   11946427   12040885    236      20  31732     -0.89322    2.2204e-16     -0.89322
342850      18   12058848   12139763    185       8  31552      -1.6767    2.2204e-16      -1.6767
1149        18   12219318   12287594     74      15  30528     -0.37371    2.7756e-16     -0.37371
84617       18   12273218   12336568    196      14  29379       1.3688    2.2204e-16       1.3688
10939       18   12318943   12412275    169      12  28833       1.0928    2.2204e-16       1.0928
10650       18   12372895   12442237    114      15  31394       1.2782    2.2204e-16       1.2782
56907       18   12436511   12696456    319      18  31021       1.3693    2.2204e-16       1.3693
56984       18   12623738   12735739    110       7  30978        1.322    2.2204e-16        1.322
79959       18   12651748   12737776     53       3  31721       1.0292    2.2204e-16       1.0292
5771        18   12775477   12919337    218      21  31596       0.1929    2.7756e-16       0.1929
81929       18   12912983   12997536    178      22  31755     -0.18311    2.7756e-16     -0.18311
55125       18   12956352   13135052    397      21  31613      -0.1724    2.7756e-16      -0.1724
753         18   13183729   13662753    899      92  31593      0.58132    2.2204e-16      0.58132
125228      18   13653346   13761591    122      10  31270     0.091236    2.6368e-16     0.091236
8731        18   13691659   13774555     91      10  31096      0.19034    2.7756e-16      0.19034
4161        18   13790543   13836861    173      15  31788      0.17922    2.7756e-16      0.17922
4158        18   13872043   13950535    151       9  31583        1.784    2.2204e-16        1.784
162655      18   14065989   14167489     31       3  31518      0.91011    2.2204e-16      0.91011
388468      18   14501737   14578599      8       2  31844       1.1885    2.2204e-16       1.1885
374860      18   14713239   14862737    142       5  31829      -2.0465    4.4409e-16      -2.0465
6093        18   18519701   18726812     53       3  30515       0.9875    2.2204e-16       0.9875
80000       18   18787203   19115384    207       8  31536      0.42448    2.7756e-16      0.42448
114799      18   19099242   19215697     86       5  31838     -0.65212    2.2204e-16     -0.65212
6632        18   19157260   19220208     57       4  31836     -0.69389    2.2204e-16     -0.69389
171586      18   19220858   19319766     97       8  31615      0.59491    2.2204e-16      0.59491
57534       18   19286290   19460918    147       8  31574       1.5081    2.2204e-16       1.5081
2627        18   19714404   19792491    109      14  31813      0.50053    2.2204e-16      0.50053
64693       18   19983564   20032878     77       6  31620       1.6243    2.2204e-16       1.6243
5932        18   20478295   20616451    146      10  31270      0.66979    2.2204e-16      0.66979
91768       18   20679528   20850434    176      26  31057      -0.5232    2.2204e-16      -0.5232
85019       18   20865977   21052925    203      16  31553     -0.56943    2.2204e-16     -0.56943
8780        18   20997787   21073104     99       8  31748      0.17518    2.7756e-16      0.17518
29919       18   21048434   21123311     85      15  31292      0.88011    2.2204e-16      0.88011
4864        18   21076148   21201581    136      20  30996       1.4105    2.2204e-16       1.4105
147463      18   21169977   21277849    146      21  31567    -0.069655    2.6368e-16    -0.069655
3909        18   21234562   21545030    429      21  31661      -1.2602    2.2204e-16      -1.2602
125488      18   21537737   21725574    353      40  31656     -0.40301    2.7756e-16     -0.40301
26256       18   21683920   21751564    115      11  31296     -0.15557    2.7756e-16     -0.15557
114876      18   21732009   22012846    344      40  31191       1.0647    2.2204e-16       1.0647
55364       18   21971609   22043499     99       6  30756       2.8038    4.4409e-16       2.8038
59340       18   22005593   22069921     98      10  31898       3.1017    4.4409e-16       3.1017
25925       18   22631888   22967214    475      60  31511     -0.50464    2.2204e-16     -0.50464
6760        18   23586217   23706176    164       6  31703      -1.5359    2.2204e-16      -1.5359
143471      18   23678816   23783319    104       6  31821      -1.7811    2.2204e-16      -1.7811
6875        18   23771409   23981649    104      10  31307     -0.35528    2.7756e-16     -0.35528
284252      18   24024874   24272365    389      45  31671       1.3461    2.2204e-16       1.3461
361         18   24422007   24480735     95      17  31617      -1.3689    2.2204e-16      -1.3689
83539       18   24484554   24800302    754      39  30956      0.60127    2.2204e-16      0.60127
1000        18   25520930   25792445    335      21  31380     0.079196    2.6368e-16     0.079196
1825        18   28560052   28657781    150      18  31740      -1.6637    2.2204e-16      -1.6637
1824        18   28635938   28717388     52       6  31614      -1.2084    2.2204e-16      -1.2084
1823        18   28699199   28777819    147       8  31703        1.487    2.2204e-16        1.487
1828        18   28863052   28947394    278      14  31768     -0.87327    2.2204e-16     -0.87327
147409      18   28921740   29003880     99      19  31574       0.1142    2.6368e-16       0.1142
1830        18   28992732   29068665    133      18  31715      -1.8594    2.2204e-16      -1.8594
1829        18   29043027   29138814    202      23  31584      -1.7274    2.2204e-16      -1.7274
7276        18   29136730   29188987    125      15  31413      0.11176    2.6368e-16      0.11176
9331        18   29192209   29341560    211      28  31663      0.53751    2.2204e-16      0.53751
147407      18   29329659   29375843     52       8  31802      0.65888    2.2204e-16      0.65888
22878       18   29399136   29558175    203      14  31642       1.0535    2.2204e-16       1.0535
54941       18   29563445   29663154    139      18  31632      -1.2742    2.2204e-16      -1.2742
51444       18   29636818   29721524     86      10  31062      -0.4932    2.7756e-16      -0.4932
4225        18   29734987   29810367     80      10  31473      0.64443    2.2204e-16      0.64443
64762       18   29833484   30085447    309      20  31594      -1.4063    2.2204e-16      -1.4063
57565       18   30242634   30388815    164       7  31765      0.55106    2.2204e-16      0.55106
374864      18   30507225   31055685    575       7  31723      0.37709    2.7756e-16      0.37709
80816       18   31123541   31341159    231      20  31457      0.76061    2.2204e-16      0.76061
8715        18   31421064   31838515    252      18  31945      -1.0018    2.2204e-16      -1.0018
1837        18   32038254   32481808    248      20  31423    -0.089327    2.6368e-16    -0.089327
10982       18   32521892   32733434    226      23  31514     -0.51693    2.2204e-16     -0.51693
84307       18   32785994   32848397     64       9  31742       0.2287    2.7756e-16       0.2287
100101467   18   32821023   32905196     89       9  31783      0.99475    2.2204e-16      0.99475
7572        18   32902178   32959428     87       8  31748       1.8549    2.2204e-16       1.8549
252884      18   32936661   32992301     75      10  31629        1.685    2.2204e-16        1.685
125476      18   33022194   33113110    108      16  31827      0.87741    2.2204e-16      0.87741
2589        18   33172400   33301798    276       8  31786    -0.025891    2.7062e-16    -0.025891
83608       18   33517588   33569250     68       2  31840      -1.4546    2.2204e-16      -1.4546
55197       18   33559787   33682538    164      10  31067     -0.89365    2.2204e-16     -0.89365
55250       18   33674837   33764688    171      11  31364     -0.18756    2.7756e-16     -0.18756
25800       18   33678494   33744357    132       9  31236    -0.066976    2.6368e-16    -0.066976
55034       18   33732480   33858685    167      26  31272      0.58195    2.2204e-16      0.58195
80206       18   33842677   34370019    791      61  31451     -0.74661    2.2204e-16     -0.74661
25941       18   34349513   34444179     34       7  31208      0.48992    2.7756e-16      0.48992
57536       18   34374069   34822095    214       8  31154      0.26741    2.7756e-16      0.26741
56853       18   34813003   35181000    511      66  31686     -0.30449    2.7756e-16     -0.30449
5289        18   39500165   39672272    194      11  31502      -0.3473    2.7756e-16      -0.3473
6014        18   40313183   40730676    597      31  31645      0.73993    2.2204e-16      0.73993
6860        18   40837857   40892615     35       5  31453       1.6856    2.2204e-16       1.6856
26040       18   42223849   42658475    505      46  31515       0.9483    2.2204e-16       0.9483
